Название	Цена	Система размораживания холодильной камеры	Количество камер	Количество дверей	Инверторный компрессор	Размеры (Ширина)	Размеры (Высота)	Размеры (Глубина)	Тип_Винный шкаф	Тип_Холодильная витрина	Тип_Холодильник	Расположение морозильной камеры_отсутствует	Расположение морозильной камеры_сбоку	Расположение морозильной камеры_сверху	Расположение морозильной камеры_слева	Расположение морозильной камеры_снизу	Класс энергопотребления_A	Класс энергопотребления_A+	Класс энергопотребления_A++	Класс энергопотребления_B	Класс энергопотребления_C	Класс энергопотребления_E	Класс энергопотребления_F	Класс энергопотребления_G
Холодильник двухкамерный HAIER HRF535DM7RU Side by Side, инверторный серебристый	0.20282368295737138	No Frost	0.3333333333333333	0.2	1.0	0.8711819389110226	0.78125	0.6803114309307539	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный HAIER HB25FSSAAARU French Door, инверторный нержавеющая сталь	0.5114711017831002	No Frost	0.6666666666666666	0.2	1.0	1.0	0.8463541666666666	0.8136133065943141	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный HAIER HB18FGWAAARU French Door, инверторный белый	0.3174641528069278	No Frost	0.6666666666666666	0.2	1.0	0.7675962815405046	0.8463541666666666	0.706264008493571	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный HAIER HB18FGSAAARU French Door, инверторный нержавеющая сталь	0.35273814352986826	No Frost	0.6666666666666666	0.2	1.0	0.7675962815405046	0.8463541666666666	0.706264008493571	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HAIER CEF537ACG No Frost, бежевый	0.10405650893313816	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8984375	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HAIER CEF535ASD серебристый	0.09523801125240304	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8463541666666666	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HAIER CEF535AGG золотистый	0.10582020846928518	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8463541666666666	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HAIER CEF535ACG бежевый	0.08818321310781495	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8463541666666666	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HAIER CEF537AWD No Frost, белый	0.10052910986084411	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8984375	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HAIER CEF537AGG No Frost, золотистый	0.10405650893313816	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8984375	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HAIER C4F744CWG инверторный белый	0.18165928852360713	No Frost	0.3333333333333333	0.2	1.0	0.5949535192563081	0.8463541666666666	0.7215996225079627	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HAIER C2F637CWRG белый	0.10405650893313816	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8973958333333334	0.7098029963430459	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HAIER C2F636CWRG белый	0.0	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8489583333333334	0.7098029963430459	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HAIER C2F636CRRG красный	0.11992980475846135	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8489583333333334	0.7098029963430459	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный HAIER HB25FSNAAARU French Door, инверторный черная сталь	0.6172930739519216	No Frost	0.6666666666666666	0.2	1.0	1.0	0.8463541666666666	0.8136133065943141	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CBNsfd 5223 серебристый	0.19891003368666113	капельное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Sharp SJWX99ABK No Frost, инверторный черный	0.7117233108167692	No Frost	0.3333333333333333	0.8	1.0	0.8711819389110226	0.8203125	0.8560811607880146	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Sharp SJWX99ACH Hybrid Cooling, French Door, инверторный бежевый	0.7054621774634473	No Frost	0.3333333333333333	0.8	1.0	0.8711819389110226	0.8203125	0.8560811607880146	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный MAUNFELD MFF83SL DeFrost, серебристый	0.03943632162824741	ручное	0.0	0.0	0.0	0.28950863213811423	0.2895833333333333	0.44437890763241716	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный MAUNFELD MFF83GD DeFrost, золотистый/серый	0.03284008536305755	ручное	0.0	0.0	0.0	0.28950863213811423	0.2895833333333333	0.44437890763241716	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HIBERG RFS-650DX NFGB inverter Side by Side, инверторный черный	0.46457609481648704	No Frost	0.3333333333333333	0.2	1.0	0.8751660026560424	0.7838541666666666	0.749911525303763	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HIBERG RFQ-490DX NFYm inverter Side by Side, инверторный бежевый мрамор	0.1873225277341752	No Frost	0.3333333333333333	0.6	1.0	0.7755644090305444	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNsff 5704 серебристый	0.1613255965713681	капельное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.90625	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNsff 5204 серебристый	0.15206617400659625	No Frost	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNsfd 5704 серебристый	0.14915606977195364	капельное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.90625	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNsfd 5204 серебристый	0.15427079842678001	капельное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNf 5203 белый	0.1172683821584155	No Frost	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNd 5204 белый	0.1559992239722041	ручное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNd 5203 белый	0.15074339935448597	ручное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Liebherr CNbef 5203 бежевый	0.1294731829485529	ручное	0.3333333333333333	0.2	0.0	0.4581673306772909	0.8229166666666666	0.7133419841925209	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-M6034 серебристый металлик	0.05264643115398861	ручное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7161458333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный SCANDILUX R 711Y02W No Frost, белый	0.10841461048695744	No Frost	0.0	0.0	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный SCANDILUX R 711Y02S No Frost, серебристый	0.12270057672974832	No Frost	0.0	0.0	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный SCANDILUX R 711EZ12B No Frost, бежевый	0.1269687296072241	No Frost	0.0	0.0	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильная витрина однокамерный Бирюса Б-521RDN белый	0.08816733981198963	капельное	0.0	0.0	0.0	0.5551128818061088	0.9921875	0.7074436711100626	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильная витрина однокамерный Бирюса Б-461RN белый	0.08471048872114147	капельное	0.0	0.0	0.0	0.5551128818061088	0.8880208333333334	0.7074436711100626	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-W6049 графит матовый	0.06883719289581827	ручное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.9348958333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-W6034 графит матовый	0.05433958270868975	ручное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7161458333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRT 143 232 черный	0.045573996014039046	автоматическое	0.3333333333333333	0.2	0.0	0.42231075697211157	0.5026041666666666	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный KRAFT KF-NF720XD Total No Frost, нержавеющая сталь	0.14737473324044517	No Frost	0.3333333333333333	0.2	0.0	0.5989375830013279	0.8229166666666666	0.7463725374542881	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko CSMV5335MC0S серебристый	0.0617118467697843	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko DSMV5280MA0S серебристый	0.05112964955290217	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.6890625	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko DSMV5280MA0W белый	0.050247799784828656	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.6890625	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko CSKDN6335MC0S серебристый	0.0617118467697843	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.9036458333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko CSMV5310MC0S серебристый	0.05818444769749025	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.8151041666666666	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный TESLER RC-55 красный	0.020494188610028396	ручное	0.0	0.0	0.0	0.25630810092961487	0.11197916666666667	0.46561283472926746	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1DRCNK402HWB черный	0.09522213795657772	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B1DRCNK402HXBR серебристый	0.09522213795657772	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CT6045FIX Total No Frost, нержавеющая сталь	0.1410783258964003	No Frost	0.3333333333333333	0.2	0.0	0.7078353253652059	0.7317708333333334	0.8018166804293972	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CT5046FDX Total No Frost, черная сталь	0.13578722728795922	No Frost	0.3333333333333333	0.2	0.0	0.5989375830013279	0.8229166666666666	0.7463725374542881	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CT5046FBE Total No Frost, бежевый	0.13578722728795922	No Frost	0.3333333333333333	0.2	0.0	0.5989375830013279	0.8229166666666666	0.7463725374542881	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CT5045FIX Total No Frost, нержавеющая сталь	0.1172683821584155	No Frost	0.3333333333333333	0.2	0.0	0.5949535192563081	0.7317708333333334	0.7428335496048131	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный BOMANN KB 340 белый	0.026984602903049437	ручное	0.0	0.0	0.0	0.2629482071713148	0.12239583333333333	0.4479178954818922	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Hyundai CS5073FV Total No Frost, Side by Side, инверторный графит	0.17899786592356126	No Frost	0.6666666666666666	0.4	1.0	0.8751660026560424	0.8098958333333334	0.6909283944791789	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-6049 белый	0.0660329106333445	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.9348958333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-6033 белый	0.05470995961128062	ручное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7682291666666666	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-M6031 серебристый металлик	0.07358154464805376	ручное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8567708333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-M6049 серебристый металлик	0.06818462406744387	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.9348958333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-M6032 серый металлик	0.05991287324291434	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7942708333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-M6033 серебристый металлик	0.054939240550979734	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7682291666666666	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-6034 белый	0.05021252579410572	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7161458333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-6032 белый	0.054392493694774155	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7942708333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-6031 белый	0.055821090319053246	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8567708333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-6027 белый	0.058766468544418776	капельное	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8463541666666666	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CC3593FIX No Frost, нержавеющая сталь	0.1013950863330923	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CC3095FIX No Frost, нержавеющая сталь	0.0	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8359375	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CC3095FWT No Frost, белый	0.08552179050776909	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8359375	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CC3093FIX No Frost, нержавеющая сталь	0.08552179050776909	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8359375	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CC3091LIX нержавеющая сталь	0.07934884213125452	капельное	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8359375	0.5599858440486021	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-840NF белый	0.0780613414698672	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8567708333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Бирюса FD 431 I Full No Frost, French Door, нержавеющая сталь	0.11419954496551968	No Frost	0.6666666666666666	0.2	0.0	0.6122177954847277	0.7984375	0.7794030907160552	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный KRAFT TNC-NF502X Total No Frost, нержавеющая сталь	0.08781459990476022	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8645833333333334	0.7074436711100626	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный KRAFT TNC-NF501W Total No Frost, белый	0.09134199897705426	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8645833333333334	0.7074436711100626	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный KRAFT TNC-NF303D Total No Frost, черная сталь	0.07329935272227023	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8244791666666668	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3RCNK402HX Total No Frost, нержавеющая сталь	0.08463994073969558	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3RCNK402HW Total No Frost, белый	0.07934884213125452	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.9036458333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Sharp SJ-GX98PBK Hybrid Cooling, Side by Side, инверторный черный	0.48725727085133774	No Frost	0.6666666666666666	0.6	1.0	0.849933598937583	0.8098958333333334	0.8265895953757225	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Sharp SJ-EX93PBE Hybrid Cooling, French Door, инверторный бежевый	0.3709060124517187	No Frost	0.6666666666666666	0.6	1.0	0.849933598937583	0.7526041666666666	0.8254099327592309	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3RCNK362HW Total No Frost, белый	0.07229404398666643	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3RCNK362HS Total No Frost, серебристый	0.07405774352281345	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B3RCNK362HX Total No Frost, нержавеющая сталь	0.0775851425951075	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B5RCNK363ZWB Total No Frost, черный/серый	0.07934884213125452	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Beko B5RCNK363ZW Total No Frost, инверторный белый	0.08199439143547506	No Frost	0.3333333333333333	0.2	1.0	0.4555112881806109	0.8255208333333334	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный MAUNFELD MFF181NFW Side by Side, инверторный белый	0.23289652374821426	No Frost	0.6666666666666666	0.6	1.0	0.7051792828685258	0.7999999999999999	0.7534505131532383	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный MAUNFELD MFF181NFSB Side by Side, инверторный черный	0.21314308894336761	No Frost	0.6666666666666666	0.6	1.0	0.7051792828685258	0.7999999999999999	0.7534505131532383	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный MAUNFELD MFF181NFB Side by Side, инверторный черный	0.20968623785251944	No Frost	0.6666666666666666	0.6	1.0	0.7051792828685258	0.7999999999999999	0.7534505131532383	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный WEISSGAUFF WSBS 500 NFB Inverter No Frost, Side by Side, инверторный черный	0.15711035467997672	No Frost	0.3333333333333333	0.2	1.0	0.8671978751660027	0.7786458333333334	0.6189689748731863	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CT2551WT белый	0.05730259792941674	капельное	0.3333333333333333	0.2	0.0	0.3824701195219124	0.6067708333333334	0.5540875309661437	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CC2056FWT No Frost, белый	0.07229404398666643	No Frost	0.3333333333333333	0.2	0.0	0.3094289508632138	0.6848958333333334	0.6248672879556447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
